,0,1,2,3,4,5,6
0,137.51530612244898,101.39285714285714,113.81025641025641,133.98979591836735,189.6326530612245,385.2040816326531,449.2908163265306
1,80.21938775510205,55.29081632653061,58.55897435897436,69.68367346938776,111.02551020408163,299.6887755102041,312.83673469387753
2,49.88775510204081,32.54081632653061,33.758974358974356,40.17857142857143,60.816326530612244,176.59183673469389,203.9591836734694
3,34.974489795918366,23.214285714285715,24.256410256410255,26.602040816326532,38.47959183673469,92.52551020408163,112.26530612244898
4,41.69897959183673,36.673469387755105,35.58974358974359,35.04081632653061,41.29081632653061,52.255102040816325,72.15816326530613
5,136.2295918367347,160.0765306122449,158.6,144.16326530612244,130.3826530612245,69.90306122448979,74.15816326530613
6,386.67857142857144,470.4642857142857,458.3948717948718,425.81632653061223,385.44897959183675,150.62244897959184,135.42857142857142
7,698.9795918367347,909.3163265306123,899.1589743589743,832.8622448979592,641.484693877551,280.86224489795916,224.72448979591837
8,845.6173469387755,1071.2295918367347,1080.5589743589744,1014.295918367347,752.6326530612245,507.8316326530612,376.43367346938777
9,561.4897959183673,615.9132653061224,638.6461538461539,630.6071428571429,579.4336734693877,776.3724489795918,627.7602040816327
10,529.6734693877551,501.36224489795916,517.5487179487179,527.6530612244898,584.5,1040.7397959183672,903.5816326530612
11,660.9183673469388,603.3979591836735,634.0051282051282,637.9081632653061,750.1071428571429,1241.6938775510205,1116.6224489795918
12,785.5918367346939,727.7142857142857,754.9794871794871,768.9285714285714,915.9897959183673,1368.015306122449,1239.142857142857
13,799.6020408163265,725.5714285714286,747.9282051282051,767.4489795918367,948.1785714285714,1410.4234693877552,1271.3877551020407
14,818.8418367346939,732.8775510204082,777.6051282051282,778.8214285714286,984.0714285714286,1416.280612244898,1287.8061224489795
15,979.515306122449,959.780612244898,983.1435897435897,995.1071428571429,1176.5510204081634,1414.9591836734694,1333.841836734694
16,1323.469387755102,1439.1785714285713,1476.025641025641,1418.341836734694,1417.591836734694,1377.3826530612246,1276.6785714285713
17,1651.2295918367347,1841.8367346938776,1908.7384615384615,1815.3265306122448,1577.1479591836735,1296.7397959183672,1149.5816326530612
18,1349.061224489796,1460.5204081632653,1523.8974358974358,1502.8520408163265,1373.7948717948718,1180.642857142857,998.1076923076923
19,958.3112244897959,1020.2295918367347,1083.7230769230769,1073.357142857143,1008.8102564102564,951.1581632653061,775.2410256410257
20,664.5,699.0765306122449,777.0717948717949,760.6530612244898,711.2358974358974,714.3979591836735,568.1025641025641
21,481.21938775510205,549.030612244898,619.348717948718,622.1479591836735,571.1333333333333,627.6122448979592,443.0820512820513
22,326.5765306122449,395.6275510204082,450.3282051282051,520.4081632653061,527.2717948717949,618.8724489795918,349.35897435897436
23,188.41326530612244,217.3112244897959,254.05128205128204,324.07142857142856,462.87179487179486,541.5510204081633,224.25641025641025
